,Data,Godzina,Sezon,Gospodarze,Gole_gospodarze,Gole_goście,Goście,Oddsy_gospodarze,Oddsy_remis,Oddsy_goście,Kto_wygrał,Punkty_Gospodarze,Zwycięstwa_Gospodarze,Remisy_Gospodarze,Porażki_Gospodarze,Gole_zdobyte_Gospodarze,Gole_stracone_Gospodarze,Avg._posiadanie_Gospodarze,Avg.strzały_Gospodarze,Avg.strzały_celne_Gospodarze,Avg.strzały_niecelne_Gospodarze,Avg.strzały_zablokowane_Gospodarze,Avg.rzuty_rożne_Gospodarze,Avg.spalone_Gospodarze,Avg.obrony_bramkarza_Gospodarze,Avg.faule_Gospodarze,Avg.Żółte_kartki_Gospodarze,Avg.Czerwone_kartki_Gospodarze,%_SFG_Gospodarze,Punkty_Goście,Zwycięstwa_Goście,Remisy_Goście,Porażki_Goście,Gole_zdobyte_Goście,Gole_stracone_Goście,Avg._posiadanie_Goście,Avg.strzały_Goście,Avg.strzały_celne_Goście,Avg.strzały_niecelne_Goście,Avg.strzały_zablokowane_Goście,Avg.rzuty_rożne_Goście,Avg.spalone_Goście,Avg.obrony_bramkarza_Goście,Avg.faule_Goście,Avg.Żółte_kartki_Goście,Avg.Czerwone_kartki_Goście,%_SFG_Goście
2572,23 Wrz 2016,18:00,16/17,Termalica Bruk-Bet Nieciecza,0,0,Wisła Płock,2.25,3.1,3.04,Remis,42.0,10.0,12.0,15.0,39.0,50.0,51.0,12.38,4.11,5.57,2.7,4.68,1.14,3.24,13.65,2.05,0.05,46.15,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
2573,19 Wrz 2016,18:00,16/17,Arka Gdynia,1,0,Cracovia,2.18,3.05,3.23,Wygrali gospodarze,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,58.0,16.0,10.0,11.0,66.0,50.0,54.0,15.89,5.57,6.32,4.0,5.32,1.41,2.86,12.54,2.11,0.03,25.76
2574,18 Wrz 2016,18:00,16/17,Legia Warszawa,2,3,Zagłębie Lubin,1.78,3.35,4.29,Wygrali goście,73.0,21.0,10.0,6.0,70.0,32.0,55.0,13.27,5.11,5.57,2.59,6.41,3.16,2.76,12.54,1.86,0.05,21.43,60.0,17.0,9.0,11.0,55.0,42.0,49.0,13.41,4.51,5.92,2.97,5.32,2.03,2.65,15.27,2.22,0.05,29.09
2575,18 Wrz 2016,15:30,16/17,Lechia Gdańsk,2,1,Lech Poznań,2.28,3.1,2.98,Wygrali gospodarze,51.0,14.0,10.0,13.0,53.0,44.0,55.0,14.16,4.92,5.84,3.41,5.08,2.11,2.43,12.95,2.16,0.08,28.3,48.0,14.0,6.0,17.0,42.0,47.0,54.0,14.89,5.05,6.68,3.16,5.73,1.27,3.24,12.7,2.03,0.03,19.05
2576,17 Wrz 2016,20:30,16/17,Wisła Kraków,1,0,Piast Gliwice,2.13,3.13,3.33,Wygrali gospodarze,50.0,12.0,15.0,10.0,61.0,45.0,54.0,14.51,4.97,6.14,3.41,5.08,1.46,3.24,14.22,2.05,0.03,26.23,69.0,20.0,9.0,8.0,60.0,45.0,51.0,13.68,4.62,5.57,3.49,5.59,2.76,3.51,14.51,1.97,0.08,31.67
2577,17 Wrz 2016,18:00,16/17,Wisła Płock,2,0,Pogoń Szczecin,2.4,3.05,2.82,Wygrali gospodarze,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,53.0,12.0,17.0,8.0,43.0,43.0,47.0,12.3,3.65,5.54,3.11,4.89,2.08,3.19,16.24,1.65,0.03,41.86
2578,17 Wrz 2016,15:30,16/17,Górnik Łęczna,4,0,Korona Kielce,2.36,3.05,2.91,Wygrali gospodarze,39.0,10.0,9.0,18.0,40.0,53.0,45.0,13.78,4.38,5.81,3.59,5.08,2.46,3.0,14.49,2.38,0.16,25.0,45.0,10.0,15.0,12.0,39.0,45.0,46.0,13.59,4.32,5.95,3.32,4.54,1.16,3.3,15.62,1.97,0.03,46.15
2579,16 Wrz 2016,20:30,16/17,Śląsk Wrocław,0,4,Jagiellonia,2.53,3.05,2.68,Wygrali goście,48.0,12.0,12.0,13.0,41.0,46.0,50.0,13.92,4.7,5.86,3.35,5.19,1.89,3.59,15.49,2.46,0.05,29.27,45.0,13.0,6.0,18.0,46.0,62.0,45.0,14.08,5.03,5.95,3.11,5.62,1.86,2.57,13.35,1.89,0.11,36.96
2580,16 Wrz 2016,18:00,16/17,Ruch Chorzów,0,1,Termalica Bruk-Bet Nieciecza,2.58,3.05,2.65,Wygrali goście,40.0,11.0,8.0,18.0,40.0,60.0,49.0,10.97,3.95,5.03,2.0,4.73,1.41,3.49,10.46,1.41,0.19,32.5,42.0,10.0,12.0,15.0,39.0,50.0,51.0,12.38,4.11,5.57,2.7,4.68,1.14,3.24,13.65,2.05,0.05,46.15
2581,12 Wrz 2016,18:00,16/17,Śląsk Wrocław,1,2,Ruch Chorzów,1.8,3.33,4.14,Wygrali goście,48.0,12.0,12.0,13.0,41.0,46.0,50.0,13.92,4.7,5.86,3.35,5.19,1.89,3.59,15.49,2.46,0.05,29.27,40.0,11.0,8.0,18.0,40.0,60.0,49.0,10.97,3.95,5.03,2.0,4.73,1.41,3.49,10.46,1.41,0.19,32.5
2582,11 Wrz 2016,18:00,16/17,Jagiellonia,2,1,Wisła Kraków,1.98,3.2,3.5,Wygrali gospodarze,45.0,13.0,6.0,18.0,46.0,62.0,45.0,14.08,5.03,5.95,3.11,5.62,1.86,2.57,13.35,1.89,0.11,36.96,50.0,12.0,15.0,10.0,61.0,45.0,54.0,14.51,4.97,6.14,3.41,5.08,1.46,3.24,14.22,2.05,0.03,26.23
2583,11 Wrz 2016,15:30,16/17,Lech Poznań,3,1,Pogoń Szczecin,1.82,3.35,4.12,Wygrali gospodarze,48.0,14.0,6.0,17.0,42.0,47.0,54.0,14.89,5.05,6.68,3.16,5.73,1.27,3.24,12.7,2.03,0.03,19.05,53.0,12.0,17.0,8.0,43.0,43.0,47.0,12.3,3.65,5.54,3.11,4.89,2.08,3.19,16.24,1.65,0.03,41.86
2584,10 Wrz 2016,20:30,16/17,Termalica Bruk-Bet Nieciecza,2,1,Legia Warszawa,3.8,3.28,1.89,Wygrali gospodarze,42.0,10.0,12.0,15.0,39.0,50.0,51.0,12.38,4.11,5.57,2.7,4.68,1.14,3.24,13.65,2.05,0.05,46.15,73.0,21.0,10.0,6.0,70.0,32.0,55.0,13.27,5.11,5.57,2.59,6.41,3.16,2.76,12.54,1.86,0.05,21.43
2585,10 Wrz 2016,18:00,16/17,Korona Kielce,1,0,Arka Gdynia,2.58,3.05,2.68,Wygrali gospodarze,45.0,10.0,15.0,12.0,39.0,45.0,46.0,13.59,4.32,5.95,3.32,4.54,1.16,3.3,15.62,1.97,0.03,46.15,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
2586,10 Wrz 2016,15:30,16/17,Piast Gliwice,3,3,Górnik Łęczna,2.14,3.1,3.28,Remis,69.0,20.0,9.0,8.0,60.0,45.0,51.0,13.68,4.62,5.57,3.49,5.59,2.76,3.51,14.51,1.97,0.08,31.67,39.0,10.0,9.0,18.0,40.0,53.0,45.0,13.78,4.38,5.81,3.59,5.08,2.46,3.0,14.49,2.38,0.16,25.0
2587,09 Wrz 2016,20:30,16/17,Zagłębie Lubin,1,2,Wisła Płock,1.9,3.23,3.8,Wygrali goście,60.0,17.0,9.0,11.0,55.0,42.0,49.0,13.41,4.51,5.92,2.97,5.32,2.03,2.65,15.27,2.22,0.05,29.09,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
2588,09 Wrz 2016,18:00,16/17,Cracovia,0,1,Lechia Gdańsk,2.65,2.95,2.7,Wygrali goście,58.0,16.0,10.0,11.0,66.0,50.0,54.0,15.89,5.57,6.32,4.0,5.32,1.41,2.86,12.54,2.11,0.03,25.76,51.0,14.0,10.0,13.0,53.0,44.0,55.0,14.16,4.92,5.84,3.41,5.08,2.11,2.43,12.95,2.16,0.08,28.3
2589,28 Sie 2016,18:00,16/17,Lechia Gdańsk,1,2,Termalica Bruk-Bet Nieciecza,1.58,3.6,5.36,Wygrali goście,51.0,14.0,10.0,13.0,53.0,44.0,55.0,14.16,4.92,5.84,3.41,5.08,2.11,2.43,12.95,2.16,0.08,28.3,42.0,10.0,12.0,15.0,39.0,50.0,51.0,12.38,4.11,5.57,2.7,4.68,1.14,3.24,13.65,2.05,0.05,46.15
2590,28 Sie 2016,18:00,16/17,Ruch Chorzów,0,2,Legia Warszawa,4.16,3.35,1.79,Wygrali goście,40.0,11.0,8.0,18.0,40.0,60.0,49.0,10.97,3.95,5.03,2.0,4.73,1.41,3.49,10.46,1.41,0.19,32.5,73.0,21.0,10.0,6.0,70.0,32.0,55.0,13.27,5.11,5.57,2.59,6.41,3.16,2.76,12.54,1.86,0.05,21.43
2591,28 Sie 2016,15:30,16/17,Lech Poznań,2,0,Piast Gliwice,1.65,3.48,4.9,Wygrali gospodarze,48.0,14.0,6.0,17.0,42.0,47.0,54.0,14.89,5.05,6.68,3.16,5.73,1.27,3.24,12.7,2.03,0.03,19.05,69.0,20.0,9.0,8.0,60.0,45.0,51.0,13.68,4.62,5.57,3.49,5.59,2.76,3.51,14.51,1.97,0.08,31.67
2592,27 Sie 2016,20:30,16/17,Arka Gdynia,1,1,Zagłębie Lubin,2.33,3.03,2.97,Remis,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,60.0,17.0,9.0,11.0,55.0,42.0,49.0,13.41,4.51,5.92,2.97,5.32,2.03,2.65,15.27,2.22,0.05,29.09
2593,27 Sie 2016,18:00,16/17,Górnik Łęczna,0,2,Jagiellonia,2.76,3.03,2.48,Wygrali goście,39.0,10.0,9.0,18.0,40.0,53.0,45.0,13.78,4.38,5.81,3.59,5.08,2.46,3.0,14.49,2.38,0.16,25.0,45.0,13.0,6.0,18.0,46.0,62.0,45.0,14.08,5.03,5.95,3.11,5.62,1.86,2.57,13.35,1.89,0.11,36.96
2594,27 Sie 2016,15:30,16/17,Pogoń Szczecin,1,1,Cracovia,2.1,3.13,3.32,Remis,53.0,12.0,17.0,8.0,43.0,43.0,47.0,12.3,3.65,5.54,3.11,4.89,2.08,3.19,16.24,1.65,0.03,41.86,58.0,16.0,10.0,11.0,66.0,50.0,54.0,15.89,5.57,6.32,4.0,5.32,1.41,2.86,12.54,2.11,0.03,25.76
2595,26 Sie 2016,20:30,16/17,Wisła Kraków,1,5,Śląsk Wrocław,2.15,3.1,3.23,Wygrali goście,50.0,12.0,15.0,10.0,61.0,45.0,54.0,14.51,4.97,6.14,3.41,5.08,1.46,3.24,14.22,2.05,0.03,26.23,48.0,12.0,12.0,13.0,41.0,46.0,50.0,13.92,4.7,5.86,3.35,5.19,1.89,3.59,15.49,2.46,0.05,29.27
2596,26 Sie 2016,18:00,16/17,Wisła Płock,1,2,Korona Kielce,1.98,3.18,3.6,Wygrali goście,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,45.0,10.0,15.0,12.0,39.0,45.0,46.0,13.59,4.32,5.95,3.32,4.54,1.16,3.3,15.62,1.97,0.03,46.15
2597,22 Sie 2016,18:00,16/17,Korona Kielce,1,0,Wisła Kraków,2.65,3.05,2.55,Wygrali gospodarze,45.0,10.0,15.0,12.0,39.0,45.0,46.0,13.59,4.32,5.95,3.32,4.54,1.16,3.3,15.62,1.97,0.03,46.15,50.0,12.0,15.0,10.0,61.0,45.0,54.0,14.51,4.97,6.14,3.41,5.08,1.46,3.24,14.22,2.05,0.03,26.23
2598,21 Sie 2016,18:00,16/17,Jagiellonia,0,1,Lechia Gdańsk,2.64,3.0,2.6,Wygrali goście,45.0,13.0,6.0,18.0,46.0,62.0,45.0,14.08,5.03,5.95,3.11,5.62,1.86,2.57,13.35,1.89,0.11,36.96,51.0,14.0,10.0,13.0,53.0,44.0,55.0,14.16,4.92,5.84,3.41,5.08,2.11,2.43,12.95,2.16,0.08,28.3
2599,21 Sie 2016,15:30,16/17,Zagłębie Lubin,0,0,Górnik Łęczna,1.85,3.28,3.95,Remis,60.0,17.0,9.0,11.0,55.0,42.0,49.0,13.41,4.51,5.92,2.97,5.32,2.03,2.65,15.27,2.22,0.05,29.09,39.0,10.0,9.0,18.0,40.0,53.0,45.0,13.78,4.38,5.81,3.59,5.08,2.46,3.0,14.49,2.38,0.16,25.0
2600,20 Sie 2016,20:30,16/17,Legia Warszawa,1,3,Arka Gdynia,1.74,3.4,4.36,Wygrali goście,73.0,21.0,10.0,6.0,70.0,32.0,55.0,13.27,5.11,5.57,2.59,6.41,3.16,2.76,12.54,1.86,0.05,21.43,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
2601,20 Sie 2016,18:00,16/17,Piast Gliwice,0,2,Pogoń Szczecin,2.35,3.05,2.9,Wygrali goście,69.0,20.0,9.0,8.0,60.0,45.0,51.0,13.68,4.62,5.57,3.49,5.59,2.76,3.51,14.51,1.97,0.08,31.67,53.0,12.0,17.0,8.0,43.0,43.0,47.0,12.3,3.65,5.54,3.11,4.89,2.08,3.19,16.24,1.65,0.03,41.86
2602,20 Sie 2016,15:30,16/17,Cracovia,1,1,Ruch Chorzów,1.71,3.45,4.46,Remis,58.0,16.0,10.0,11.0,66.0,50.0,54.0,15.89,5.57,6.32,4.0,5.32,1.41,2.86,12.54,2.11,0.03,25.76,40.0,11.0,8.0,18.0,40.0,60.0,49.0,10.97,3.95,5.03,2.0,4.73,1.41,3.49,10.46,1.41,0.19,32.5
2603,19 Sie 2016,20:30,16/17,Termalica Bruk-Bet Nieciecza,0,0,Lech Poznań,2.99,3.05,2.3,Remis,42.0,10.0,12.0,15.0,39.0,50.0,51.0,12.38,4.11,5.57,2.7,4.68,1.14,3.24,13.65,2.05,0.05,46.15,48.0,14.0,6.0,17.0,42.0,47.0,54.0,14.89,5.05,6.68,3.16,5.73,1.27,3.24,12.7,2.03,0.03,19.05
2604,19 Sie 2016,18:00,16/17,Śląsk Wrocław,0,0,Wisła Płock,2.26,3.05,3.05,Remis,48.0,12.0,12.0,13.0,41.0,46.0,50.0,13.92,4.7,5.86,3.35,5.19,1.89,3.59,15.49,2.46,0.05,29.27,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
2605,15 Sie 2016,18:00,16/17,Wisła Płock,1,0,Jagiellonia,2.6,3.0,2.63,Wygrali gospodarze,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,45.0,13.0,6.0,18.0,46.0,62.0,45.0,14.08,5.03,5.95,3.11,5.62,1.86,2.57,13.35,1.89,0.11,36.96
2606,14 Sie 2016,18:00,16/17,Wisła Kraków,1,2,Ruch Chorzów,1.7,3.38,4.71,Wygrali goście,50.0,12.0,15.0,10.0,61.0,45.0,54.0,14.51,4.97,6.14,3.41,5.08,1.46,3.24,14.22,2.05,0.03,26.23,40.0,11.0,8.0,18.0,40.0,60.0,49.0,10.97,3.95,5.03,2.0,4.73,1.41,3.49,10.46,1.41,0.19,32.5
2607,14 Sie 2016,15:30,16/17,Piast Gliwice,0,0,Zagłębie Lubin,2.69,2.97,2.58,Remis,69.0,20.0,9.0,8.0,60.0,45.0,51.0,13.68,4.62,5.57,3.49,5.59,2.76,3.51,14.51,1.97,0.08,31.67,60.0,17.0,9.0,11.0,55.0,42.0,49.0,13.41,4.51,5.92,2.97,5.32,2.03,2.65,15.27,2.22,0.05,29.09
2608,13 Sie 2016,20:30,16/17,Pogoń Szczecin,5,0,Termalica Bruk-Bet Nieciecza,2.1,3.1,3.33,Wygrali gospodarze,53.0,12.0,17.0,8.0,43.0,43.0,47.0,12.3,3.65,5.54,3.11,4.89,2.08,3.19,16.24,1.65,0.03,41.86,42.0,10.0,12.0,15.0,39.0,50.0,51.0,12.38,4.11,5.57,2.7,4.68,1.14,3.24,13.65,2.05,0.05,46.15
2609,13 Sie 2016,18:00,16/17,Górnik Łęczna,1,0,Legia Warszawa,3.88,3.25,1.88,Wygrali gospodarze,39.0,10.0,9.0,18.0,40.0,53.0,45.0,13.78,4.38,5.81,3.59,5.08,2.46,3.0,14.49,2.38,0.16,25.0,73.0,21.0,10.0,6.0,70.0,32.0,55.0,13.27,5.11,5.57,2.59,6.41,3.16,2.76,12.54,1.86,0.05,21.43
2610,13 Sie 2016,15:30,16/17,Arka Gdynia,2,0,Śląsk Wrocław,2.28,3.05,3.02,Wygrali gospodarze,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,48.0,12.0,12.0,13.0,41.0,46.0,50.0,13.92,4.7,5.86,3.35,5.19,1.89,3.59,15.49,2.46,0.05,29.27
2611,12 Sie 2016,20:30,16/17,Lech Poznań,2,1,Cracovia,2.09,3.1,3.36,Wygrali gospodarze,48.0,14.0,6.0,17.0,42.0,47.0,54.0,14.89,5.05,6.68,3.16,5.73,1.27,3.24,12.7,2.03,0.03,19.05,58.0,16.0,10.0,11.0,66.0,50.0,54.0,15.89,5.57,6.32,4.0,5.32,1.41,2.86,12.54,2.11,0.03,25.76
2612,12 Sie 2016,18:00,16/17,Lechia Gdańsk,3,2,Korona Kielce,1.53,3.6,6.05,Wygrali gospodarze,51.0,14.0,10.0,13.0,53.0,44.0,55.0,14.16,4.92,5.84,3.41,5.08,2.11,2.43,12.95,2.16,0.08,28.3,45.0,10.0,15.0,12.0,39.0,45.0,46.0,13.59,4.32,5.95,3.32,4.54,1.16,3.3,15.62,1.97,0.03,46.15
2613,08 Sie 2016,18:00,16/17,Ruch Chorzów,2,2,Wisła Płock,2.63,3.03,2.6,Remis,40.0,11.0,8.0,18.0,40.0,60.0,49.0,10.97,3.95,5.03,2.0,4.73,1.41,3.49,10.46,1.41,0.19,32.5,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
2614,07 Sie 2016,18:00,16/17,Legia Warszawa,0,0,Piast Gliwice,1.52,3.68,5.72,Remis,73.0,21.0,10.0,6.0,70.0,32.0,55.0,13.27,5.11,5.57,2.59,6.41,3.16,2.76,12.54,1.86,0.05,21.43,69.0,20.0,9.0,8.0,60.0,45.0,51.0,13.68,4.62,5.57,3.49,5.59,2.76,3.51,14.51,1.97,0.08,31.67
2615,07 Sie 2016,15:30,16/17,Zagłębie Lubin,1,1,Pogoń Szczecin,1.92,3.2,3.74,Remis,60.0,17.0,9.0,11.0,55.0,42.0,49.0,13.41,4.51,5.92,2.97,5.32,2.03,2.65,15.27,2.22,0.05,29.09,53.0,12.0,17.0,8.0,43.0,43.0,47.0,12.3,3.65,5.54,3.11,4.89,2.08,3.19,16.24,1.65,0.03,41.86
2616,06 Sie 2016,20:30,16/17,Korona Kielce,4,1,Lech Poznań,3.2,3.1,2.15,Wygrali gospodarze,45.0,10.0,15.0,12.0,39.0,45.0,46.0,13.59,4.32,5.95,3.32,4.54,1.16,3.3,15.62,1.97,0.03,46.15,48.0,14.0,6.0,17.0,42.0,47.0,54.0,14.89,5.05,6.68,3.16,5.73,1.27,3.24,12.7,2.03,0.03,19.05
2617,06 Sie 2016,18:00,16/17,Śląsk Wrocław,0,0,Lechia Gdańsk,2.66,2.95,2.6,Remis,48.0,12.0,12.0,13.0,41.0,46.0,50.0,13.92,4.7,5.86,3.35,5.19,1.89,3.59,15.49,2.46,0.05,29.27,51.0,14.0,10.0,13.0,53.0,44.0,55.0,14.16,4.92,5.84,3.41,5.08,2.11,2.43,12.95,2.16,0.08,28.3
2618,06 Sie 2016,15:30,16/17,Termalica Bruk-Bet Nieciecza,2,1,Górnik Łęczna,2.06,3.13,3.43,Wygrali gospodarze,42.0,10.0,12.0,15.0,39.0,50.0,51.0,12.38,4.11,5.57,2.7,4.68,1.14,3.24,13.65,2.05,0.05,46.15,39.0,10.0,9.0,18.0,40.0,53.0,45.0,13.78,4.38,5.81,3.59,5.08,2.46,3.0,14.49,2.38,0.16,25.0
2619,05 Sie 2016,20:30,16/17,Cracovia,2,1,Wisła Kraków,2.18,3.1,3.18,Wygrali gospodarze,58.0,16.0,10.0,11.0,66.0,50.0,54.0,15.89,5.57,6.32,4.0,5.32,1.41,2.86,12.54,2.11,0.03,25.76,50.0,12.0,15.0,10.0,61.0,45.0,54.0,14.51,4.97,6.14,3.41,5.08,1.46,3.24,14.22,2.05,0.03,26.23
2620,05 Sie 2016,18:00,16/17,Jagiellonia,4,1,Arka Gdynia,2.1,3.1,3.34,Wygrali gospodarze,45.0,13.0,6.0,18.0,46.0,62.0,45.0,14.08,5.03,5.95,3.11,5.62,1.86,2.57,13.35,1.89,0.11,36.96,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
2621,01 Sie 2016,18:00,16/17,Pogoń Szczecin,0,2,Śląsk Wrocław,2.3,3.05,2.98,Wygrali goście,53.0,12.0,17.0,8.0,43.0,43.0,47.0,12.3,3.65,5.54,3.11,4.89,2.08,3.19,16.24,1.65,0.03,41.86,48.0,12.0,12.0,13.0,41.0,46.0,50.0,13.92,4.7,5.86,3.35,5.19,1.89,3.59,15.49,2.46,0.05,29.27
2622,31 Lip 2016,18:00,16/17,Korona Kielce,1,1,Piast Gliwice,2.55,3.05,2.65,Remis,45.0,10.0,15.0,12.0,39.0,45.0,46.0,13.59,4.32,5.95,3.32,4.54,1.16,3.3,15.62,1.97,0.03,46.15,69.0,20.0,9.0,8.0,60.0,45.0,51.0,13.68,4.62,5.57,3.49,5.59,2.76,3.51,14.51,1.97,0.08,31.67
2623,31 Lip 2016,15:30,16/17,Górnik Łęczna,0,0,Cracovia,2.7,2.97,2.55,Remis,39.0,10.0,9.0,18.0,40.0,53.0,45.0,13.78,4.38,5.81,3.59,5.08,2.46,3.0,14.49,2.38,0.16,25.0,58.0,16.0,10.0,11.0,66.0,50.0,54.0,15.89,5.57,6.32,4.0,5.32,1.41,2.86,12.54,2.11,0.03,25.76
2624,31 Lip 2016,15:30,16/17,Zagłębie Lubin,2,0,Termalica Bruk-Bet Nieciecza,1.83,3.25,4.14,Wygrali gospodarze,60.0,17.0,9.0,11.0,55.0,42.0,49.0,13.41,4.51,5.92,2.97,5.32,2.03,2.65,15.27,2.22,0.05,29.09,42.0,10.0,12.0,15.0,39.0,50.0,51.0,12.38,4.11,5.57,2.7,4.68,1.14,3.24,13.65,2.05,0.05,46.15
2625,30 Lip 2016,20:30,16/17,Wisła Płock,2,3,Legia Warszawa,3.3,3.13,2.1,Wygrali goście,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,73.0,21.0,10.0,6.0,70.0,32.0,55.0,13.27,5.11,5.57,2.59,6.41,3.16,2.76,12.54,1.86,0.05,21.43
2626,30 Lip 2016,18:00,16/17,Lechia Gdańsk,3,1,Wisła Kraków,1.8,3.35,4.09,Wygrali gospodarze,51.0,14.0,10.0,13.0,53.0,44.0,55.0,14.16,4.92,5.84,3.41,5.08,2.11,2.43,12.95,2.16,0.08,28.3,50.0,12.0,15.0,10.0,61.0,45.0,54.0,14.51,4.97,6.14,3.41,5.08,1.46,3.24,14.22,2.05,0.03,26.23
2627,29 Lip 2016,20:30,16/17,Lech Poznań,0,2,Jagiellonia,2.03,3.23,3.4,Wygrali goście,48.0,14.0,6.0,17.0,42.0,47.0,54.0,14.89,5.05,6.68,3.16,5.73,1.27,3.24,12.7,2.03,0.03,19.05,45.0,13.0,6.0,18.0,46.0,62.0,45.0,14.08,5.03,5.95,3.11,5.62,1.86,2.57,13.35,1.89,0.11,36.96
2628,29 Lip 2016,18:00,16/17,Arka Gdynia,3,0,Ruch Chorzów,1.95,3.18,3.71,Wygrali gospodarze,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,40.0,11.0,8.0,18.0,40.0,60.0,49.0,10.97,3.95,5.03,2.0,4.73,1.41,3.49,10.46,1.41,0.19,32.5
2629,25 Lip 2016,18:00,16/17,Górnik Łęczna,1,2,Lechia Gdańsk,3.55,3.28,1.95,Wygrali goście,39.0,10.0,9.0,18.0,40.0,53.0,45.0,13.78,4.38,5.81,3.59,5.08,2.46,3.0,14.49,2.38,0.16,25.0,51.0,14.0,10.0,13.0,53.0,44.0,55.0,14.16,4.92,5.84,3.41,5.08,2.11,2.43,12.95,2.16,0.08,28.3
2630,24 Lip 2016,18:00,16/17,Lech Poznań,0,2,Zagłębie Lubin,1.95,3.2,3.66,Wygrali goście,48.0,14.0,6.0,17.0,42.0,47.0,54.0,14.89,5.05,6.68,3.16,5.73,1.27,3.24,12.7,2.03,0.03,19.05,60.0,17.0,9.0,11.0,55.0,42.0,49.0,13.41,4.51,5.92,2.97,5.32,2.03,2.65,15.27,2.22,0.05,29.09
2631,24 Lip 2016,15:30,16/17,Termalica Bruk-Bet Nieciecza,3,2,Cracovia,2.8,3.05,2.43,Wygrali gospodarze,42.0,10.0,12.0,15.0,39.0,50.0,51.0,12.38,4.11,5.57,2.7,4.68,1.14,3.24,13.65,2.05,0.05,46.15,58.0,16.0,10.0,11.0,66.0,50.0,54.0,15.89,5.57,6.32,4.0,5.32,1.41,2.86,12.54,2.11,0.03,25.76
2632,24 Lip 2016,15:30,16/17,Piast Gliwice,2,1,Wisła Płock,2.38,3.05,2.88,Wygrali gospodarze,69.0,20.0,9.0,8.0,60.0,45.0,51.0,13.68,4.62,5.57,3.49,5.59,2.76,3.51,14.51,1.97,0.08,31.67,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394
2633,23 Lip 2016,20:30,16/17,Legia Warszawa,0,0,Śląsk Wrocław,1.73,3.4,4.44,Remis,73.0,21.0,10.0,6.0,70.0,32.0,55.0,13.27,5.11,5.57,2.59,6.41,3.16,2.76,12.54,1.86,0.05,21.43,48.0,12.0,12.0,13.0,41.0,46.0,50.0,13.92,4.7,5.86,3.35,5.19,1.89,3.59,15.49,2.46,0.05,29.27
2634,23 Lip 2016,18:00,16/17,Jagiellonia,4,1,Ruch Chorzów,1.98,3.18,3.58,Wygrali gospodarze,45.0,13.0,6.0,18.0,46.0,62.0,45.0,14.08,5.03,5.95,3.11,5.62,1.86,2.57,13.35,1.89,0.11,36.96,40.0,11.0,8.0,18.0,40.0,60.0,49.0,10.97,3.95,5.03,2.0,4.73,1.41,3.49,10.46,1.41,0.19,32.5
2635,22 Lip 2016,20:30,16/17,Arka Gdynia,3,0,Wisła Kraków,2.66,2.97,2.63,Wygrali gospodarze,37.864,9.364,9.773,15.682,40.227,55.0,46.864,12.039,3.922,5.003,3.116,4.754,1.612,3.391,14.68,2.197,0.1,38.394,50.0,12.0,15.0,10.0,61.0,45.0,54.0,14.51,4.97,6.14,3.41,5.08,1.46,3.24,14.22,2.05,0.03,26.23
