,Data,Godzina,Sezon,Gospodarze,Gole_gospodarze,Gole_goście,Goście,Oddsy_gospodarze,Oddsy_remis,Oddsy_goście,Kto_wygrał
3206,10 Sie 2014,18:00,14/15,Wisła Kraków,2,2,Ruch Chorzów,1.78,3.35,4.31,Remis
3207,10 Sie 2014,15:30,14/15,Lechia Gdańsk,1,2,Lech Poznań,2.4,3.1,2.79,Wygrali goście
3208,10 Sie 2014,15:30,14/15,Zawisza Bydgoszcz,1,2,Podbeskidzie B-B,2.23,3.15,3.03,Wygrali goście
3209,09 Sie 2014,20:30,14/15,Legia Warszawa,5,0,Górnik Łęczna,1.45,3.85,6.71,Wygrali gospodarze
3210,09 Sie 2014,18:00,14/15,GKS Bełchatów,2,0,Śląsk Wrocław,2.42,3.1,2.8,Wygrali gospodarze
3211,08 Sie 2014,20:30,14/15,Górnik Zabrze,3,0,Jagiellonia Białystok,2.3,3.1,2.95,Wygrali gospodarze
3212,08 Sie 2014,18:00,14/15,Cracovia,2,1,Korona Kielce,2.2,3.15,3.08,Wygrali gospodarze
3213,04 Sie 2014,18:00,14/15,Górnik Łęczna,1,1,GKS Bełchatów,2.63,2.95,2.63,Remis
3214,03 Sie 2014,18:00,14/15,Lech Poznań,2,3,Wisła Kraków,1.8,3.35,4.11,Wygrali goście
3215,03 Sie 2014,15:30,14/15,Podbeskidzie B-B,3,0,Ruch Chorzów,2.28,3.13,2.97,Wygrali gospodarze
3216,03 Sie 2014,15:30,14/15,Śląsk Wrocław,2,1,Zawisza Bydgoszcz,2.22,3.1,3.07,Wygrali gospodarze
3217,02 Sie 2014,20:30,14/15,Legia Warszawa,1,1,Górnik Zabrze,1.66,3.5,4.76,Remis
3218,02 Sie 2014,18:00,14/15,Korona Kielce,2,2,Pogoń Szczecin,2.67,3.08,2.53,Remis
3219,01 Sie 2014,20:30,14/15,Piast Gliwice,1,3,Lechia Gdańsk,2.93,3.13,2.3,Wygrali goście
3220,01 Sie 2014,18:00,14/15,Jagiellonia Białystok,2,1,Cracovia,2.15,3.15,3.18,Wygrali gospodarze
3221,28 Lip 2014,18:00,14/15,Wisła Kraków,1,1,Piast Gliwice,1.75,3.35,4.41,Remis
3222,27 Lip 2014,18:00,14/15,Górnik Zabrze,1,1,Lech Poznań,3.5,3.15,2.03,Remis
3223,27 Lip 2014,15:30,14/15,Ruch Chorzów,1,2,Górnik Łęczna,2.25,3.13,3,Wygrali goście
3224,27 Lip 2014,15:30,14/15,Zawisza Bydgoszcz,1,3,Jagiellonia Białystok,2.15,3.1,3.23,Wygrali goście
3225,26 Lip 2014,20:30,14/15,Cracovia,1,3,Legia Warszawa,3.17,3.15,2.15,Wygrali goście
3226,26 Lip 2014,18:00,14/15,Pogoń Szczecin,4,1,Śląsk Wrocław,2.55,3.03,2.71,Wygrali gospodarze
3227,25 Lip 2014,20:30,14/15,Lechia Gdańsk,1,0,Podbeskidzie B-B,1.76,3.35,4.32,Wygrali gospodarze
3228,25 Lip 2014,18:00,14/15,GKS Bełchatów,2,0,Korona Kielce,2.11,3.18,3.27,Wygrali gospodarze
3229,21 Lip 2014,18:00,14/15,Górnik Zabrze,2,0,Cracovia,2.1,3.15,3.29,Wygrali gospodarze
3230,20 Lip 2014,18:00,14/15,Śląsk Wrocław,2,0,Ruch Chorzów,2.06,3.18,3.35,Wygrali gospodarze
3231,20 Lip 2014,15:30,14/15,Lech Poznań,4,0,Piast Gliwice,1.46,3.9,6.65,Wygrali gospodarze
3232,20 Lip 2014,15:30,14/15,Zawisza Bydgoszcz,2,0,Korona Kielce,2.13,3.13,3.25,Wygrali gospodarze
3233,19 Lip 2014,20:30,14/15,Legia Warszawa,0,1,GKS Bełchatów,1.48,4.13,6.06,Wygrali goście
3234,19 Lip 2014,18:00,14/15,Jagiellonia Białystok,2,2,Lechia Gdańsk,2.75,3.1,2.43,Remis
3235,18 Lip 2014,20:30,14/15,Górnik Łęczna,1,1,Wisła Kraków,2.85,3.13,2.35,Remis
3236,18 Lip 2014,18:00,14/15,Podbeskidzie B-B,2,3,Pogoń Szczecin,2.38,3.08,2.86,Wygrali goście
3237,01 Cze 2014 - Grupa mistrzowska,18:00,13/14,Górnik Zabrze,0,2,Lechia Gdańsk,2.3,3.13,2.93,Wygrali goście
3238,01 Cze 2014 - Grupa mistrzowska,18:00,13/14,Legia Warszawa,2,0,Lech Poznań,2.1,3.18,3.28,Wygrali gospodarze
3239,01 Cze 2014 - Grupa mistrzowska,18:00,13/14,Ruch Chorzów,0,0,Pogoń Szczecin,1.9,3.22,3.82,Remis
3240,01 Cze 2014 - Grupa mistrzowska,18:00,13/14,Wisła Kraków,2,1,Zawisza Bydgoszcz,2.2,3.18,3.06,Wygrali gospodarze
3241,31 Maj 2014,20:30,13/14,Cracovia,2,2,Jagiellonia Białystok,2.33,3.1,2.92,Remis
3242,31 Maj 2014,20:30,13/14,Korona Kielce,1,5,Śląsk Wrocław,2.64,3.05,2.6,Wygrali goście
3243,31 Maj 2014,20:30,13/14,Piast Gliwice,2,2,Podbeskidzie B-B,2.28,3.1,2.97,Remis
3244,28 Maj 2014,20:30,13/14,Lech Poznań,4,0,Ruch Chorzów,1.7,3.38,4.76,
3245,28 Maj 2014,20:30,13/14,Lechia Gdańsk,2,2,Wisła Kraków,1.9,3.28,3.79,Remis
3246,28 Maj 2014,20:30,13/14,Pogoń Szczecin,0,1,Legia Warszawa,3.03,3.15,2.22,Wygrali goście
3247,28 Maj 2014,20:30,13/14,Zawisza Bydgoszcz,0,1,Górnik Zabrze,2.4,3.13,2.77,Wygrali goście
3248,28 Maj 2014,20:30,13/14,Widzew Łódź,2,1,Piast Gliwice,2.69,2.97,2.58,Wygrali gospodarze
3249,27 Maj 2014,20:30,13/14,Jagiellonia Białystok,4,4,Korona Kielce,2.3,3.1,2.94,Remis
3250,27 Maj 2014,20:30,13/14,Podbeskidzie B-B,2,0,Zagłębie Lubin,2.15,3.15,3.18,Wygrali gospodarze
3251,27 Maj 2014,20:30,13/14,Śląsk Wrocław,1,0,Cracovia,1.9,3.22,3.86,Wygrali gospodarze
3252,25 Maj 2014,18:00,13/14,Zawisza Bydgoszcz,0,0,Lechia Gdańsk,2.67,3.08,2.55,Remis
3253,25 Maj 2014,15:30,13/14,Legia Warszawa,1,2,Ruch Chorzów,1.47,3.8,6.76,Wygrali goście
3254,24 Maj 2014,15:30,13/14,Lech Poznań,0,0,Pogoń Szczecin,1.51,3.63,6.31,Remis
3255,24 Maj 2014,13:00,13/14,Wisła Kraków,2,3,Górnik Zabrze,2.28,3.1,2.98,Wygrali goście
3256,23 Maj 2014,20:30,13/14,Piast Gliwice,2,0,Zagłębie Lubin,2.35,3.1,2.89,Wygrali gospodarze
3257,23 Maj 2014,18:00,13/14,Cracovia,1,1,Korona Kielce,2.13,3.15,3.25,Remis
3258,22 Maj 2014,20:30,13/14,Podbeskidzie B-B,3,0,Widzew Łódź,1.98,3.13,3.67,Wygrali gospodarze
3259,22 Maj 2014,18:00,13/14,Jagiellonia Białystok,0,3,Śląsk Wrocław,2.45,3.03,2.79,Wygrali goście
3260,19 Maj 2014,18:00,13/14,Ruch Chorzów,2,2,Wisła Kraków,2.23,3.13,3.05,Remis
3261,18 Maj 2014,18:00,13/14,Górnik Zabrze,2,3,Legia Warszawa,4.19,3.33,1.79,Wygrali goście
3262,18 Maj 2014,15:30,13/14,Zagłębie Lubin,1,2,Cracovia,1.98,3.2,3.55,Wygrali goście
3263,17 Maj 2014,20:30,13/14,Pogoń Szczecin,1,2,Zawisza Bydgoszcz,2.06,3.13,3.43,Wygrali goście
3264,17 Maj 2014,18:00,13/14,Korona Kielce,0,1,Piast Gliwice,2.25,3.05,3.07,Wygrali goście
3265,17 Maj 2014,15:30,13/14,Śląsk Wrocław,0,0,Podbeskidzie B-B,1.95,3.2,3.66,Remis
3266,16 Maj 2014,20:30,13/14,Lechia Gdańsk,2,1,Lech Poznań,3.33,3.2,2.06,Wygrali gospodarze
3267,16 Maj 2014,18:00,13/14,Widzew Łódź,1,1,Jagiellonia Białystok,2.33,3.13,2.88,Remis
3268,12 Maj 2014,18:00,13/14,Śląsk Wrocław,1,0,Widzew Łódź,1.69,3.4,4.78,Wygrali gospodarze
3269,11 Maj 2014,18:00,13/14,Ruch Chorzów,3,1,Zawisza Bydgoszcz,2.15,3.13,3.2,Wygrali gospodarze
3270,11 Maj 2014,15:30,13/14,Korona Kielce,3,2,Podbeskidzie B-B,2.3,3.03,3.03,Wygrali gospodarze
3271,10 Maj 2014,20:30,13/14,Lech Poznań,2,1,Górnik Zabrze,1.42,3.95,7.28,Wygrali gospodarze
3272,10 Maj 2014,18:00,13/14,Pogoń Szczecin,0,2,Lechia Gdańsk,2.28,3.1,2.97,Wygrali goście
3273,10 Maj 2014,15:30,13/14,Cracovia,1,5,Piast Gliwice,2.2,3.1,3.12,Wygrali goście
3274,09 Maj 2014,20:30,13/14,Legia Warszawa,5,0,Wisła Kraków,1.52,3.63,6.1,Wygrali gospodarze
3275,09 Maj 2014,18:00,13/14,Jagiellonia Białystok,1,0,Zagłębie Lubin,2.39,3.05,2.87,Wygrali gospodarze
3276,05 Maj 2014,20:30,13/14,Zagłębie Lubin,0,0,Korona Kielce,2.03,3.18,3.48,Remis
3277,05 Maj 2014,18:00,13/14,Zawisza Bydgoszcz,1,2,Lech Poznań,4.97,3.5,1.64,Wygrali goście
3278,04 Maj 2014,18:00,13/14,Górnik Zabrze,2,0,Ruch Chorzów,2.43,3.08,2.81,Wygrali gospodarze
3279,04 Maj 2014,15:30,13/14,Widzew Łódź,2,0,Cracovia,2.55,3.08,2.64,Wygrali gospodarze
3280,03 Maj 2014,20:30,13/14,Wisła Kraków,5,0,Pogoń Szczecin,2.62,3.03,2.6,Wygrali gospodarze
3281,03 Maj 2014,18:00,13/14,Lechia Gdańsk,0,1,Legia Warszawa,3.76,3.22,1.92,Wygrali goście
3282,03 Maj 2014,15:30,13/14,Piast Gliwice,0,0,Śląsk Wrocław,2.64,3.08,2.54,Remis
3283,01 Maj 2014,18:00,13/14,Podbeskidzie B-B,2,1,Jagiellonia Białystok,2.39,3.03,2.87,Wygrali gospodarze
3284,28 Kwi 2014,18:00,13/14,Pogoń Szczecin,2,2,Górnik Zabrze,1.88,3.22,3.95,Remis
3285,27 Kwi 2014,18:00,13/14,Ruch Chorzów,0,0,Lechia Gdańsk,2.35,3.1,2.85,Remis
3286,27 Kwi 2014 - Grupa spadkowa,15:30,13/14,Korona Kielce,2,2,Widzew Łódź,1.83,3.28,4.08,Remis
3287,26 Kwi 2014,20:30,13/14,Legia Warszawa,2,0,Zawisza Bydgoszcz,1.4,4.08,7.25,Wygrali gospodarze
3288,26 Kwi 2014,18:00,13/14,Jagiellonia Białystok,4,3,Piast Gliwice,2.16,3.1,3.2,Wygrali gospodarze
3289,26 Kwi 2014,15:30,13/14,Śląsk Wrocław,1,0,Zagłębie Lubin,2.14,3.1,3.27,Wygrali gospodarze
3290,25 Kwi 2014,20:30,13/14,Lech Poznań,3,0,Wisła Kraków,1.59,3.58,5.39,Wygrali gospodarze
3291,25 Kwi 2014,18:00,13/14,Cracovia,0,1,Podbeskidzie B-B,2.11,3.13,3.31,Wygrali goście
3292,12 Kwi 2014,18:00,13/14,Górnik Zabrze,0,3,Lech Poznań,3.71,3.15,1.96,Wygrali goście
3293,12 Kwi 2014,18:00,13/14,Jagiellonia Białystok,1,1,Piast Gliwice,2.09,3.1,3.39,Remis
3294,12 Kwi 2014,18:00,13/14,Korona Kielce,1,0,Cracovia,2.65,3.1,2.51,Wygrali gospodarze
3295,12 Kwi 2014,18:00,13/14,Pogoń Szczecin,1,0,Widzew Łódź,1.55,3.55,5.87,Wygrali gospodarze
3296,12 Kwi 2014,18:00,13/14,Śląsk Wrocław,1,0,Lechia Gdańsk,2.6,3,2.62,Wygrali gospodarze
3297,12 Kwi 2014,18:00,13/14,Wisła Kraków,0,1,Podbeskidzie B-B,1.91,3.18,3.86,Wygrali goście
3298,12 Kwi 2014,18:00,13/14,Zagłębie Lubin,1,3,Legia Warszawa,3.34,3.15,2.09,Wygrali goście
3299,12 Kwi 2014,18:00,13/14,Zawisza Bydgoszcz,0,3,Ruch Chorzów,2.41,3.05,2.81,Wygrali goście
3300,07 Kwi 2014,18:00,13/14,Ruch Chorzów,2,0,Korona Kielce,2.29,3.03,3.03,Wygrali gospodarze
3301,06 Kwi 2014,18:00,13/14,Legia Warszawa,3,0,Zawisza Bydgoszcz,1.61,3.48,5.27,Wygrali gospodarze
3302,06 Kwi 2014,15:30,13/14,Piast Gliwice,2,2,Pogoń Szczecin,2.67,3.08,2.51,Remis
3303,05 Kwi 2014,20:30,13/14,Lech Poznań,6,1,Jagiellonia Białystok,1.62,3.45,5.22,Wygrali gospodarze
3304,05 Kwi 2014,18:00,13/14,Widzew Łódź,2,1,Wisła Kraków,3.43,3.2,2.03,Wygrali gospodarze
3305,05 Kwi 2014,15:30,13/14,Lechia Gdańsk,2,1,Zagłębie Lubin,2.13,3.13,3.26,Wygrali gospodarze
3306,04 Kwi 2014,20:30,13/14,Cracovia,2,0,Górnik Zabrze,2.45,3.05,2.76,Wygrali gospodarze
3307,04 Kwi 2014,18:00,13/14,Podbeskidzie B-B,3,3,Śląsk Wrocław,2.75,3,2.5,Remis
3308,31-Mar-14,18:00,13/14,Zagłębie Lubin,3,1,Wisła Kraków,2.58,3,2.67,Wygrali gospodarze
3309,30-Mar-14,18:00,13/14,Górnik Zabrze,3,3,Jagiellonia Białystok,2.22,3.1,3.07,Remis
3310,30-Mar-14,15:30,13/14,Zawisza Bydgoszcz,1,0,Śląsk Wrocław,2.28,3.13,2.95,Wygrali gospodarze
3311,29-Mar-14,20:30,13/14,Lechia Gdańsk,3,1,Piast Gliwice,2.13,3.15,3.24,Wygrali gospodarze
3312,29-Mar-14,18:00,13/14,Cracovia,1,1,Widzew Łódź,1.64,3.4,5.23,Remis
3313,29-Mar-14,15:30,13/14,Legia Warszawa,1,0,Lech Poznań,2.05,3.15,3.43,Wygrali gospodarze
3314,28-Mar-14,20:30,13/14,Korona Kielce,2,2,Pogoń Szczecin,2.58,3.05,2.61,Remis
3315,28-Mar-14,18:00,13/14,Ruch Chorzów,0,1,Podbeskidzie B-B,1.9,3.18,3.91,Wygrali goście
3316,24-Mar-14,18:00,13/14,Piast Gliwice,1,2,Legia Warszawa,4.63,3.38,1.71,Wygrali goście
3317,23-Mar-14,18:00,13/14,Śląsk Wrocław,1,1,Górnik Zabrze,2.01,3.18,3.5,Remis
3318,23-Mar-14,15:30,13/14,Pogoń Szczecin,3,1,Ruch Chorzów,2.2,3.1,3.13,Wygrali gospodarze
3319,23-Mar-14,13:00,13/14,Podbeskidzie B-B,1,1,Cracovia,2.53,3.03,2.7,Remis
3320,22-Mar-14,18:30,13/14,Lech Poznań,2,1,Lechia Gdańsk,1.73,3.4,4.46,Wygrali gospodarze
3321,22-Mar-14,15:30,13/14,Jagiellonia Białystok,1,1,Korona Kielce,2.1,3.1,3.34,Remis
3322,21-Mar-14,20:30,13/14,Wisła Kraków,0,1,Zawisza Bydgoszcz,2.08,3.15,3.38,Wygrali goście
3323,21-Mar-14,18:00,13/14,Widzew Łódź,0,0,Zagłębie Lubin,2.97,3.1,2.28,Remis
3324,17-Mar-14,18:00,13/14,Cracovia,1,0,Jagiellonia Białystok,2.6,2.97,2.65,Wygrali gospodarze
3325,16-Mar-14,18:00,13/14,Ruch Chorzów,0,2,Piast Gliwice,1.81,3.28,4.15,Wygrali goście
3326,16-Mar-14,15:30,13/14,Zagłębie Lubin,2,2,Śląsk Wrocław,2.48,3.05,2.73,Remis
3327,16-Mar-14,13:00,13/14,Legia Warszawa,2,2,Wisła Kraków,1.76,3.38,4.38,Remis
3328,15-Mar-14,18:30,13/14,Górnik Zabrze,1,1,Pogoń Szczecin,2.3,3.1,2.93,Remis
3329,15-Mar-14,15:30,13/14,Lechia Gdańsk,2,0,Widzew Łódź,1.69,3.4,4.71,Wygrali gospodarze
3330,14-Mar-14,20:30,13/14,Lech Poznań,2,1,Podbeskidzie B-B,1.43,4.1,6.55,Wygrali gospodarze
3331,14-Mar-14,18:00,13/14,Korona Kielce,1,1,Zawisza Bydgoszcz,2.48,3.05,2.73,Remis
3332,10-Mar-14,18:00,13/14,Widzew Łódź,2,2,Lech Poznań,5.65,3.45,1.59,Remis
3333,09-Mar-14,18:00,13/14,Śląsk Wrocław,1,1,Legia Warszawa,3.12,3.1,2.2,Remis
3334,09-Mar-14,15:30,13/14,Piast Gliwice,0,0,Podbeskidzie B-B,2.18,3.05,3.24,Remis
3335,09-Mar-14,13:00,13/14,Pogoń Szczecin,0,0,Cracovia,1.78,3.35,4.24,Remis
3336,08-Mar-14,18:30,13/14,Wisła Kraków,0,1,Ruch Chorzów,2.08,3.15,3.35,Wygrali goście
3337,08-Mar-14,15:30,13/14,Jagiellonia Białystok,1,0,Zagłębie Lubin,2.3,3.1,2.94,Wygrali gospodarze
3338,07-Mar-14,20:30,13/14,Zawisza Bydgoszcz,3,1,Górnik Zabrze,2.15,3.15,3.18,Wygrali gospodarze
3339,07-Mar-14,18:00,13/14,Korona Kielce,1,0,Lechia Gdańsk,2.53,3.1,2.64,Wygrali gospodarze
3340,03-Mar-14,18:00,13/14,Podbeskidzie B-B,0,0,Pogoń Szczecin,2.9,3.05,2.36,Remis
3341,03-Mar-14,15:30,13/14,Zagłębie Lubin,3,1,Zawisza Bydgoszcz,2.26,3.1,3.01,
3342,03-Mar-14,13:00,13/14,Cracovia,0,1,Śląsk Wrocław,2.55,3.1,2.59,Wygrali goście
3343,01-Mar-14,18:30,13/14,Lech Poznań,4,0,Piast Gliwice,1.55,3.55,5.85,Wygrali gospodarze
3344,01-Mar-14,15:30,13/14,Górnik Zabrze,0,0,Korona Kielce,2.15,3.15,3.18,Remis
3345,28 Lut 2014,20:30,13/14,Lechia Gdańsk,0,0,Wisła Kraków,2.75,3.05,2.48,Remis
3346,28 Lut 2014,18:00,13/14,Ruch Chorzów,2,1,Widzew Łódź,1.61,3.45,5.33,Wygrali gospodarze
3347,24 Lut 2014,18:00,13/14,Zawisza Bydgoszcz,0,3,Lechia Gdańsk,2.08,3.1,3.42,Wygrali goście
3348,23 Lut 2014,18:00,13/14,Śląsk Wrocław,2,3,Ruch Chorzów,2.1,3.15,3.29,Wygrali goście
3349,23 Lut 2014,15:30,13/14,Wisła Kraków,3,1,Cracovia,1.73,3.35,4.48,Wygrali gospodarze
3350,23 Lut 2014,13:00,13/14,Korona Kielce,1,1,Zagłębie Lubin,2.26,3.1,3,Remis
3351,22 Lut 2014,18:30,13/14,Górnik Zabrze,0,3,Legia Warszawa,3.4,3.18,2.05,Wygrali goście
3352,22 Lut 2014,15:30,13/14,Widzew Łódź,1,1,Piast Gliwice,2.63,2.97,2.63,Remis
3353,21 Lut 2014,20:30,13/14,Pogoń Szczecin,5,1,Lech Poznań,2.77,3.1,2.43,Wygrali gospodarze
3354,21 Lut 2014,18:00,13/14,Jagiellonia Białystok,2,2,Podbeskidzie B-B,1.79,3.35,4.16,Remis
3355,17 Lut 2014,18:00,13/14,Piast Gliwice,0,1,Wisła Kraków,2.87,3.1,2.35,Wygrali goście
3356,16 Lut 2014,18:00,13/14,Lech Poznań,2,1,Śląsk Wrocław,1.84,3.3,3.97,Wygrali gospodarze
3357,16 Lut 2014,15:30,13/14,Zagłębie Lubin,3,0,Górnik Zabrze,2.63,2.95,2.64,Wygrali gospodarze
3358,16 Lut 2014,13:00,13/14,Ruch Chorzów,1,0,Jagiellonia Białystok,2.35,3.13,2.84,Wygrali gospodarze
3359,15 Lut 2014,15:30,13/14,Lechia Gdańsk,2,3,Pogoń Szczecin,2.15,3.13,3.23,Wygrali goście
3360,15 Lut 2014,13:00,13/14,Cracovia,0,2,Zawisza Bydgoszcz,2.54,3.1,2.61,Wygrali goście
3361,14 Lut 2014,20:30,13/14,Legia Warszawa,1,0,Korona Kielce,1.35,4.58,7.55,Wygrali gospodarze
3362,14 Lut 2014,18:00,13/14,Podbeskidzie B-B,1,0,Widzew Łódź,2.18,3.13,3.15,Wygrali gospodarze
3363,16 Gru 2013,18:00,13/14,Wisła Kraków,2,1,Pogoń Szczecin,1.85,3.2,4.09,Wygrali gospodarze
3364,15 Gru 2013,18:00,13/14,Legia Warszawa,4,1,Cracovia,1.57,3.65,5.42,Wygrali gospodarze
3365,15 Gru 2013,15:30,13/14,Zagłębie Lubin,1,2,Ruch Chorzów,2.3,3.1,2.93,Wygrali goście
3366,14 Gru 2013,20:30,13/14,Górnik Zabrze,0,0,Lechia Gdańsk,1.83,3.28,4.08,Remis
3367,14 Gru 2013,18:00,13/14,Śląsk Wrocław,0,0,Piast Gliwice,1.79,3.33,4.21,Remis
3368,14 Gru 2013,15:30,13/14,Korona Kielce,2,1,Podbeskidzie B-B,1.9,3.18,3.91,Wygrali gospodarze
3369,13 Gru 2013,20:30,13/14,Zawisza Bydgoszcz,2,2,Lech Poznań,2.83,3,2.43,Remis
3370,13 Gru 2013,18:00,13/14,Jagiellonia Białystok,1,0,Widzew Łódź,1.62,3.45,5.28,Wygrali gospodarze
3371,09 Gru 2013,18:00,13/14,Cracovia,2,0,Zagłębie Lubin,2.08,3.15,3.36,Wygrali gospodarze
3372,08 Gru 2013,18:00,13/14,Lechia Gdańsk,2,0,Legia Warszawa,3.7,3.22,1.94,Wygrali gospodarze
3373,08 Gru 2013,15:30,13/14,Podbeskidzie B-B,0,0,Zawisza Bydgoszcz,2.84,3.1,2.36,Remis
3374,07 Gru 2013,20:30,13/14,Ruch Chorzów,2,1,Górnik Zabrze,2.62,2.97,2.62,Wygrali gospodarze
3375,07 Gru 2013,18:00,13/14,Pogoń Szczecin,1,1,Jagiellonia Białystok,2.28,3.1,2.99,Remis
3376,07 Gru 2013,15:30,13/14,Widzew Łódź,0,0,Śląsk Wrocław,3.41,3.1,2.08,Remis
3377,06 Gru 2013,20:30,13/14,Lech Poznań,2,0,Wisła Kraków,2.1,3.15,3.3,Wygrali gospodarze
3378,06 Gru 2013,18:00,13/14,Piast Gliwice,1,1,Korona Kielce,2.18,3.13,3.15,Remis
3379,05 Gru 2013,20:30,13/14,Zagłębie Lubin,3,2,Podbeskidzie B-B,1.93,3.22,3.75,Wygrali gospodarze
3380,04 Gru 2013,20:30,13/14,Legia Warszawa,2,0,Ruch Chorzów,1.45,3.78,6.94,Wygrali gospodarze
3381,04 Gru 2013,18:00,13/14,Cracovia,2,1,Lechia Gdańsk,2.31,3.13,2.9,Wygrali gospodarze
3382,03 Gru 2013,20:30,13/14,Korona Kielce,1,0,Lech Poznań,3.25,3.13,2.14,Wygrali gospodarze
3383,03 Gru 2013,18:00,13/14,Górnik Zabrze,3,2,Widzew Łódź,1.5,3.75,6.05,Wygrali gospodarze
3384,03 Gru 2013,18:00,13/14,Zawisza Bydgoszcz,6,0,Piast Gliwice,1.95,3.22,3.65,Wygrali gospodarze
3385,02 Gru 2013,20:30,13/14,Śląsk Wrocław,1,1,Pogoń Szczecin,2.04,3.18,3.43,Remis
3386,02 Gru 2013,18:00,13/14,Jagiellonia Białystok,5,2,Wisła Kraków,2.65,3.05,2.55,Wygrali gospodarze
3387,01 Gru 2013,18:00,13/14,Podbeskidzie B-B,1,0,Legia Warszawa,5.25,3.63,1.59,Wygrali gospodarze
3388,01 Gru 2013,15:30,13/14,Ruch Chorzów,3,2,Cracovia,2.3,3.15,2.9,Wygrali gospodarze
3389,30 Lis 2013,20:30,13/14,Lech Poznań,1,1,Zagłębie Lubin,1.41,3.9,7.76,Remis
3390,30 Lis 2013,18:00,13/14,Piast Gliwice,2,0,Górnik Zabrze,2.98,3.15,2.25,Wygrali gospodarze
3391,30 Lis 2013,15:30,13/14,Korona Kielce,2,1,Widzew Łódź,1.82,3.33,4.05,Wygrali gospodarze
3392,29 Lis 2013,20:30,13/14,Wisła Kraków,3,0,Śląsk Wrocław,2.22,3.13,3.08,Wygrali gospodarze
3393,29 Lis 2013,18:00,13/14,Pogoń Szczecin,1,1,Zawisza Bydgoszcz,2.48,3.13,2.67,Remis
3394,28 Lis 2013,16:00,13/14,Jagiellonia Białystok,0,1,Lechia Gdańsk,2.08,3.1,3.42,Wygrali goście
3395,25 Lis 2013,18:00,13/14,Cracovia,1,6,Lech Poznań,3,3.1,2.27,Wygrali goście
3396,24 Lis 2013,18:00,13/14,Górnik Zabrze,2,0,Podbeskidzie B-B,1.6,3.48,5.4,Wygrali gospodarze
3397,24 Lis 2013,15:30,13/14,Lechia Gdańsk,0,0,Ruch Chorzów,2.13,3.13,3.28,Remis
3398,23 Lis 2013,20:30,13/14,Legia Warszawa,3,1,Pogoń Szczecin,1.51,3.6,6.33,Wygrali gospodarze
3399,23 Lis 2013,18:00,13/14,Jagiellonia Białystok,3,1,Śląsk Wrocław,2.64,3.1,2.53,Wygrali gospodarze
3400,23 Lis 2013,15:30,13/14,Zawisza Bydgoszcz,2,0,Widzew Łódź,1.8,3.28,4.23,Wygrali gospodarze
3401,22 Lis 2013,20:30,13/14,Wisła Kraków,1,0,Korona Kielce,1.67,3.45,4.86,Wygrali gospodarze
3402,22 Lis 2013,18:00,13/14,Zagłębie Lubin,0,2,Piast Gliwice,2.05,3.18,3.4,Wygrali goście
3403,11 Lis 2013,18:00,13/14,Pogoń Szczecin,1,1,Zagłębie Lubin,1.89,3.25,3.85,Remis
3404,10 Lis 2013,18:00,13/14,Widzew Łódź,0,1,Legia Warszawa,5.7,3.55,1.56,Wygrali goście
3405,10 Lis 2013,15:30,13/14,Śląsk Wrocław,1,1,Korona Kielce,1.65,3.5,4.89,Remis
3406,09 Lis 2013,20:30,13/14,Lech Poznań,4,2,Ruch Chorzów,1.65,3.45,4.98,Wygrali gospodarze
3407,09 Lis 2013,18:00,13/14,Podbeskidzie B-B,3,1,Lechia Gdańsk,2.6,3,2.62,Wygrali gospodarze
3408,09 Lis 2013,15:30,13/14,Piast Gliwice,1,1,Cracovia,2.6,3,2.62,Remis
3409,08 Lis 2013,20:30,13/14,Górnik Zabrze,3,2,Wisła Kraków,2.25,3.1,3.02,Wygrali gospodarze
3410,08 Lis 2013,18:00,13/14,Jagiellonia Białystok,1,1,Zawisza Bydgoszcz,2.33,3.08,2.92,Remis
3411,05 Lis 2013,18:00,13/14,Ruch Chorzów,1,0,Zawisza Bydgoszcz,2.43,3.1,2.76,Wygrali gospodarze
3412,04 Lis 2013,20:30,13/14,Podbeskidzie B-B,0,0,Wisła Kraków,3.4,3.18,2.05,Remis
3413,04 Lis 2013,18:00,13/14,Piast Gliwice,2,1,Jagiellonia Białystok,2.25,3.15,3,Wygrali gospodarze
3414,03 Lis 2013,18:00,13/14,Lech Poznań,3,1,Górnik Zabrze,1.85,3.3,3.94,Wygrali gospodarze
3415,03 Lis 2013,15:30,13/14,Lechia Gdańsk,1,2,Śląsk Wrocław,2.55,2.97,2.71,Wygrali goście
3416,02 Lis 2013,20:30,13/14,Legia Warszawa,2,0,Zagłębie Lubin,1.36,4.3,7.7,Wygrali gospodarze
3417,02 Lis 2013,18:00,13/14,Widzew Łódź,2,1,Pogoń Szczecin,3.31,3.18,2.05,Wygrali gospodarze
3418,02 Lis 2013,15:30,13/14,Cracovia,1,2,Korona Kielce,1.83,3.28,4.11,Wygrali goście
3419,31 Paź 2013,20:30,13/14,Jagiellonia Białystok,2,0,Lech Poznań,3.25,3.1,2.14,Wygrali gospodarze
3420,31 Paź 2013,18:00,13/14,Śląsk Wrocław,4,0,Podbeskidzie B-B,1.59,3.55,5.25,Wygrali gospodarze
3421,30 Paź 2013,20:30,13/14,Zawisza Bydgoszcz,3,1,Legia Warszawa,3.78,3.25,1.9,Wygrali gospodarze
